record_date,facility_id,region_type,blood_group,product_name,units_requested,current_inventory,forecast_demand,recommended_stock,inventory_gap,predicted_shortage_probability,shortage_risk_level,wastage_rate,expiry_risk,inventory_status,recommended_action
2023-03-01,BB_0034,rural,A_pos,whole_blood,251,193.5,251.25,278.0,84.5,0.26,High,19.6,High,Critical,Investigate High Wastage
2024-11-01,BB_0014,urban,B_pos,packed_RBC,262,201.0,260.0,285.5,84.5,0.27,High,20.94,High,Adequate,Investigate High Wastage
2024-08-01,BB_0122,peri_urban,A_pos,fresh_frozen_plasma,258,199.0,258.5,283.5,84.5,0.26,High,15.92,Moderate,Critical,Reorder Soon
2024-06-01,BB_0042,rural,O_pos,group_O_neg_emergency,269,196.6,252.0,281.1,84.5,0.24,Moderate,20.13,High,Recovered,Investigate High Wastage
2023-06-01,BB_0129,urban,O_neg,packed_RBC,252,192.0,249.0,276.5,84.5,0.28,High,14.06,Moderate,Adequate,Reorder Soon
2024-10-01,BB_0136,rural,A_pos,packed_RBC,227,189.0,247.0,273.4,84.4,0.33,Critical,15.52,Moderate,Recovered,Reorder Soon
2021-05-01,BB_0147,rural,AB_pos,group_O_neg_emergency,269,211.0,269.0,295.4,84.4,0.24,Moderate,13.74,Low,Critical,Reorder Soon
2024-08-01,BB_0118,urban,O_pos,packed_RBC,282,200.67,258.33,285.1,84.4,0.29,Critical,26.14,High,Recovered,Investigate High Wastage
2024-10-01,BB_0093,rural,AB_pos,group_O_neg_emergency,267,209.0,267.0,293.4,84.4,0.29,High,12.44,Low,Recovered,Reorder Soon
2024-09-01,BB_0086,urban,O_pos,platelet_concentrate,278,199.88,266.38,284.3,84.4,0.41,Critical,17.09,Moderate,Low Stock,Monitor Closely
2024-06-01,BB_0128,peri_urban,A_pos,cryoprecipitate,260,196.67,254.67,281.1,84.4,0.29,Critical,13.07,Low,Recovered,Reorder Soon
2024-02-01,BB_0008,peri_urban,AB_neg,group_O_neg_emergency,280,220.0,280.0,304.4,84.4,0.28,High,22.27,High,Recovered,Investigate High Wastage
2024-06-01,BB_0037,urban,A_pos,group_O_neg_emergency,261,201.5,258.0,285.9,84.4,0.21,Low,14.35,Moderate,Low Stock,Reorder Soon
2024-09-01,BB_0073,rural,B_pos,cryoprecipitate,273,197.33,256.67,281.7,84.4,0.21,Low,14.92,Moderate,Recovered,Reorder Soon
2024-12-01,BB_0036,peri_urban,A_pos,cryoprecipitate,239,189.0,247.0,273.4,84.4,0.32,Critical,13.06,Low,Adequate,Reorder Soon
2023-12-01,BB_0126,peri_urban,A_pos,cryoprecipitate,242,206.67,264.67,291.1,84.4,0.28,High,16.34,Moderate,Adequate,Reorder Soon
2024-09-01,BB_0149,rural,O_pos,cryoprecipitate,235,198.14,253.14,282.4,84.3,0.2,Low,16.08,Moderate,Adequate,Reorder Soon
2023-03-01,BB_0020,peri_urban,B_pos,group_O_neg_emergency,235,176.0,235.0,260.3,84.3,0.3,Critical,21.02,High,Recovered,Investigate High Wastage
2024-02-01,BB_0135,urban,B_pos,platelet_concentrate,261,189.5,247.5,273.8,84.3,0.25,Moderate,17.05,Moderate,Critical,Reorder Soon
2022-08-01,BB_0114,urban,O_pos,packed_RBC,235,203.0,260.5,287.3,84.3,0.21,Low,14.32,Moderate,Adequate,Reorder Soon
2024-09-01,BB_0012,urban,A_pos,whole_blood,252,202.0,259.5,286.3,84.3,0.23,Moderate,22.16,High,Adequate,Investigate High Wastage
2024-02-01,BB_0018,urban,A_pos,whole_blood,244,189.0,246.5,273.3,84.3,0.2,Low,20.35,High,Adequate,Investigate High Wastage
2022-07-01,BB_0093,urban,B_neg,whole_blood,254,194.0,254.5,278.2,84.2,0.29,High,17.55,Moderate,Adequate,Reorder Soon
2024-07-01,BB_0140,peri_urban,A_neg,group_O_neg_emergency,258,199.0,258.0,283.2,84.2,0.2,Low,12.56,Low,Low Stock,Reorder Soon
2024-10-01,BB_0091,rural,B_pos,whole_blood,261,203.75,262.25,288.0,84.2,0.22,Low,11.79,Low,Adequate,Reorder Soon
2024-07-01,BB_0124,rural,O_pos,platelet_concentrate,264,197.17,257.0,281.4,84.2,0.22,Low,18.38,Moderate,Recovered,Reorder Soon
2023-05-01,BB_0120,urban,O_pos,fresh_frozen_plasma,271,192.67,257.5,276.8,84.1,0.26,High,12.04,Low,Recovered,Reorder Soon
2024-01-01,BB_0064,urban,A_pos,group_O_neg_emergency,279,201.75,258.0,285.9,84.1,0.12,Low,17.6,Moderate,Adequate,Reorder Soon
2024-09-01,BB_0043,rural,AB_pos,fresh_frozen_plasma,261,212.0,270.5,296.1,84.1,0.25,Moderate,12.2,Low,Adequate,Reorder Soon
2024-04-01,BB_0122,urban,O_pos,fresh_frozen_plasma,239,193.75,251.25,277.8,84.1,0.26,High,13.53,Low,Low Stock,Reorder Soon
2024-09-01,BB_0114,rural,O_pos,cryoprecipitate,273,204.75,262.5,288.8,84.1,0.21,Low,16.99,Moderate,Critical,Reorder Soon
2023-07-01,BB_0063,urban,O_neg,whole_blood,265,206.0,265.0,290.0,84.0,0.29,High,17.48,Moderate,Adequate,Reorder Soon
2024-05-01,BB_0120,urban,O_pos,cryoprecipitate,230,198.0,255.67,282.0,84.0,0.26,High,18.57,Moderate,Recovered,Reorder Soon
2023-07-01,BB_0074,peri_urban,A_pos,packed_RBC,264,200.67,258.33,284.7,84.0,0.25,High,15.42,Moderate,Low Stock,Reorder Soon
2023-12-01,BB_0006,rural,B_pos,fresh_frozen_plasma,258,199.5,257.5,283.5,84.0,0.22,Low,18.54,Moderate,Adequate,Reorder Soon
2024-01-01,BB_0044,urban,B_pos,fresh_frozen_plasma,245,194.67,252.67,278.7,84.0,0.25,Moderate,13.48,Low,Low Stock,Reorder Soon
2024-10-01,BB_0028,peri_urban,B_pos,cryoprecipitate,235,193.0,252.0,277.0,84.0,0.19,Low,7.54,Low,Adequate,Reorder Soon
2021-11-01,BB_0004,peri_urban,O_neg,whole_blood,252,193.0,252.0,277.0,84.0,0.25,High,25.91,High,Critical,Investigate High Wastage
2024-11-01,BB_0043,urban,B_pos,cryoprecipitate,249,193.67,252.67,277.7,84.0,0.25,Moderate,16.83,Moderate,Low Stock,Reorder Soon
2024-01-01,BB_0057,rural,B_pos,fresh_frozen_plasma,273,198.5,256.5,282.5,84.0,0.21,Low,14.78,Moderate,Low Stock,Reorder Soon
2021-02-01,BB_0026,peri_urban,O_neg,whole_blood,249,190.0,249.0,274.0,84.0,0.28,High,10.0,Low,Adequate,Reorder Soon
2024-05-01,BB_0072,peri_urban,B_neg,platelet_concentrate,246,187.0,246.0,270.9,83.9,0.28,High,16.58,Moderate,Critical,Reorder Soon
2024-06-01,BB_0066,peri_urban,B_pos,group_O_neg_emergency,237,198.67,257.33,282.6,83.9,0.22,Moderate,17.25,Moderate,Low Stock,Reorder Soon
2024-10-01,BB_0128,urban,O_pos,fresh_frozen_plasma,275,199.36,258.55,283.3,83.9,0.29,Critical,14.96,Moderate,Adequate,Reorder Soon
2024-08-01,BB_0011,urban,O_pos,platelet_concentrate,244,196.67,256.5,280.6,83.9,0.2,Low,19.12,High,Adequate,Prioritize Near-Expiry Usage
2024-05-01,BB_0105,peri_urban,A_pos,group_O_neg_emergency,268,202.0,258.0,285.9,83.9,0.21,Low,17.06,Moderate,Adequate,Reorder Soon
2024-04-01,BB_0084,urban,O_pos,packed_RBC,242,193.12,248.25,277.0,83.9,0.16,Low,17.71,Moderate,Adequate,Reorder Soon
2024-04-01,BB_0065,peri_urban,B_pos,platelet_concentrate,237,197.75,255.25,281.6,83.9,0.32,Critical,18.44,Moderate,Recovered,Reorder Soon
2024-06-01,BB_0013,urban,O_pos,whole_blood,271,199.89,254.22,283.7,83.8,0.29,Critical,17.88,Moderate,Adequate,Reorder Soon
2024-09-01,BB_0032,urban,B_pos,whole_blood,262,196.0,254.0,279.8,83.8,0.29,High,14.5,Moderate,Low Stock,Reorder Soon
2023-06-01,BB_0048,urban,O_neg,cryoprecipitate,259,203.0,259.0,286.8,83.8,0.32,Critical,12.81,Low,Adequate,Reorder Soon
2024-03-01,BB_0006,rural,O_pos,platelet_concentrate,240,201.75,253.0,285.5,83.8,0.22,Low,16.78,Moderate,Adequate,Reorder Soon
2023-10-01,BB_0020,urban,B_pos,whole_blood,258,203.0,261.0,286.8,83.8,0.3,Critical,20.97,High,Adequate,Investigate High Wastage
2024-10-01,BB_0123,peri_urban,A_pos,platelet_concentrate,250,197.25,255.25,281.0,83.8,0.26,High,14.99,Moderate,Critical,Reorder Soon
2023-01-01,BB_0034,urban,A_neg,fresh_frozen_plasma,281,204.0,262.0,287.8,83.8,0.26,High,19.32,Moderate,Recovered,Reorder Soon
2024-08-01,BB_0133,rural,A_pos,whole_blood,262,201.0,258.0,284.8,83.8,0.22,Low,13.67,Low,Adequate,Reorder Soon
2024-06-01,BB_0066,peri_urban,O_pos,cryoprecipitate,267,203.8,259.8,287.6,83.8,0.22,Moderate,15.34,Moderate,Adequate,Reorder Soon
2023-04-01,BB_0118,urban,O_pos,whole_blood,274,200.5,259.0,284.3,83.8,0.29,Critical,24.42,High,Recovered,Investigate High Wastage
2024-09-01,BB_0020,urban,B_pos,platelet_concentrate,272,198.5,256.0,282.3,83.8,0.3,Critical,15.32,Moderate,Adequate,Reorder Soon
2024-10-01,BB_0137,urban,B_pos,fresh_frozen_plasma,264,203.2,235.6,287.0,83.8,0.28,High,20.37,Moderate,Adequate,Reorder Soon
2024-08-01,BB_0002,urban,O_pos,whole_blood,264,194.75,249.38,278.5,83.8,0.23,Moderate,14.45,Moderate,Adequate,Reorder Soon
2024-12-01,BB_0046,urban,O_pos,group_O_neg_emergency,257,190.67,248.67,274.4,83.7,0.29,Critical,21.37,High,Adequate,Investigate High Wastage
2022-10-01,BB_0008,urban,AB_pos,packed_RBC,259,204.0,259.0,287.7,83.7,0.28,High,26.47,High,Adequate,Investigate High Wastage
2024-04-01,BB_0145,urban,A_pos,packed_RBC,238,195.67,253.0,279.4,83.7,0.22,Moderate,12.31,Low,Recovered,Reorder Soon
2022-03-01,BB_0122,urban,AB_pos,packed_RBC,252,197.0,252.0,280.7,83.7,0.26,High,20.81,High,Critical,Investigate High Wastage
2024-08-01,BB_0045,urban,B_neg,whole_blood,260,200.0,260.0,283.7,83.7,0.22,Low,14.5,Moderate,Adequate,Reorder Soon
2023-04-01,BB_0079,urban,AB_pos,fresh_frozen_plasma,262,204.0,262.0,287.6,83.6,0.39,Critical,14.71,Moderate,Adequate,Monitor Closely
2024-08-01,BB_0083,urban,B_pos,platelet_concentrate,278,203.67,261.0,287.3,83.6,0.29,Critical,16.49,Moderate,Recovered,Reorder Soon
2024-07-01,BB_0021,rural,O_pos,platelet_concentrate,260,199.75,257.25,283.4,83.6,0.26,High,14.83,Moderate,Recovered,Reorder Soon
2024-07-01,BB_0057,peri_urban,A_pos,whole_blood,220,188.25,245.0,271.8,83.6,0.21,Low,9.94,Low,Low Stock,Reorder Soon
2022-02-01,BB_0082,urban,AB_pos,fresh_frozen_plasma,263,205.0,263.0,288.6,83.6,0.33,Critical,10.73,Low,Adequate,Monitor Closely
2024-03-01,BB_0137,peri_urban,O_pos,cryoprecipitate,249,192.75,250.0,276.3,83.6,0.28,High,21.02,Moderate,Recovered,Reorder Soon
2024-09-01,BB_0110,rural,O_pos,group_O_neg_emergency,263,196.75,254.75,280.4,83.6,0.29,Critical,17.26,Moderate,Adequate,Reorder Soon
2022-08-01,BB_0131,urban,AB_pos,fresh_frozen_plasma,261,203.0,261.0,286.6,83.6,0.25,Moderate,17.24,Moderate,Adequate,Reorder Soon
2023-01-01,BB_0109,urban,AB_pos,platelet_concentrate,237,177.0,237.0,260.6,83.6,0.19,Low,28.81,High,Adequate,Prioritize Near-Expiry Usage
2021-04-01,BB_0030,urban,B_neg,cryoprecipitate,261,202.0,261.0,285.5,83.5,0.27,High,19.8,Moderate,Low Stock,Reorder Soon
2024-12-01,BB_0079,urban,O_neg,group_O_neg_emergency,254,196.5,254.0,280.0,83.5,0.39,Critical,12.24,Low,Low Stock,Monitor Closely
2022-10-01,BB_0072,urban,B_neg,cryoprecipitate,246,187.0,246.0,270.5,83.5,0.28,High,17.11,Moderate,Adequate,Reorder Soon
2023-05-01,BB_0013,rural,B_pos,packed_RBC,257,199.0,257.0,282.5,83.5,0.29,Critical,8.54,Low,Adequate,Reorder Soon
2023-03-01,BB_0037,urban,O_neg,packed_RBC,238,182.0,238.0,265.5,83.5,0.21,Low,17.03,Moderate,Adequate,Reorder Soon
2024-11-01,BB_0071,urban,O_pos,packed_RBC,259,202.33,259.0,285.8,83.5,0.16,Low,13.23,Low,Adequate,Reorder Soon
2023-04-01,BB_0105,urban,O_neg,packed_RBC,252,196.0,252.0,279.5,83.5,0.21,Low,21.43,High,Low Stock,Investigate High Wastage
2024-09-01,BB_0086,peri_urban,O_pos,cryoprecipitate,236,194.22,252.89,277.7,83.5,0.41,Critical,17.74,Moderate,Adequate,Monitor Closely
2023-06-01,BB_0088,urban,B_neg,fresh_frozen_plasma,277,224.0,277.0,307.5,83.5,0.32,Critical,14.29,Moderate,Adequate,Reorder Soon
2021-10-01,BB_0108,urban,B_neg,fresh_frozen_plasma,253,200.0,253.0,283.5,83.5,0.22,Moderate,22.0,Moderate,Adequate,Reorder Soon
2024-05-01,BB_0024,urban,AB_pos,group_O_neg_emergency,269,194.0,251.0,277.4,83.4,0.24,Moderate,16.48,Moderate,Recovered,Reorder Soon
2024-07-01,BB_0059,peri_urban,O_pos,group_O_neg_emergency,269,203.6,244.6,287.0,83.4,0.37,Critical,17.9,Moderate,Adequate,Monitor Closely
2024-05-01,BB_0071,rural,O_pos,fresh_frozen_plasma,247,200.0,256.75,283.4,83.4,0.16,Low,18.11,Moderate,Low Stock,Reorder Soon
2024-09-01,BB_0061,urban,A_pos,cryoprecipitate,244,201.0,258.0,284.4,83.4,0.27,High,15.44,Moderate,Recovered,Reorder Soon
2024-08-01,BB_0007,urban,O_pos,cryoprecipitate,217,199.1,245.9,282.5,83.4,0.36,Critical,16.42,Moderate,Adequate,Monitor Closely
2024-11-01,BB_0050,rural,A_pos,packed_RBC,263,199.25,256.25,282.6,83.4,0.16,Low,19.34,High,Adequate,Investigate High Wastage
2024-02-01,BB_0109,urban,AB_pos,group_O_neg_emergency,251,194.0,251.0,277.4,83.4,0.19,Low,4.12,Low,Low Stock,Reorder Soon
2024-11-01,BB_0101,rural,O_neg,fresh_frozen_plasma,265,206.0,265.0,289.3,83.3,0.19,Low,8.25,Low,Adequate,Reorder Soon
2023-09-01,BB_0115,urban,O_pos,whole_blood,247,190.33,248.33,273.6,83.3,0.27,High,22.47,High,Adequate,Investigate High Wastage
2022-06-01,BB_0090,peri_urban,B_pos,platelet_concentrate,244,187.0,244.0,270.3,83.3,0.2,Low,16.58,Moderate,Adequate,Reorder Soon
2024-11-01,BB_0056,urban,O_pos,fresh_frozen_plasma,275,191.7,249.5,275.0,83.3,0.32,Critical,16.01,Moderate,Recovered,Reorder Soon
2023-07-01,BB_0119,peri_urban,O_pos,whole_blood,258,199.0,257.0,282.3,83.3,0.22,Low,16.42,Moderate,Adequate,Reorder Soon
2024-08-01,BB_0068,urban,O_pos,whole_blood,254,190.83,250.17,274.0,83.2,0.27,High,18.72,Moderate,Adequate,Reorder Soon
2022-05-01,BB_0117,urban,A_neg,group_O_neg_emergency,258,200.0,258.0,283.2,83.2,0.23,Moderate,19.0,High,Low Stock,Investigate High Wastage
2021-11-01,BB_0119,rural,A_neg,platelet_concentrate,260,202.0,260.0,285.2,83.2,0.22,Low,23.76,High,Adequate,Prioritize Near-Expiry Usage
2024-11-01,BB_0072,rural,O_pos,packed_RBC,240,199.3,251.0,282.5,83.2,0.28,High,17.36,Moderate,Adequate,Reorder Soon
2024-12-01,BB_0083,peri_urban,A_pos,platelet_concentrate,260,201.0,258.5,284.2,83.2,0.29,Critical,19.92,High,Critical,Prioritize Near-Expiry Usage
2023-09-01,BB_0018,urban,A_neg,group_O_neg_emergency,249,191.0,249.0,274.2,83.2,0.2,Low,22.51,High,Adequate,Investigate High Wastage
2024-03-01,BB_0039,urban,O_pos,group_O_neg_emergency,250,187.5,245.0,270.7,83.2,0.32,Critical,11.5,Low,Low Stock,Reorder Soon
2024-04-01,BB_0111,rural,A_pos,platelet_concentrate,268,207.0,264.5,290.2,83.2,0.21,Low,18.84,Moderate,Low Stock,Reorder Soon
2021-11-01,BB_0145,urban,B_neg,group_O_neg_emergency,251,195.0,251.0,278.1,83.1,0.22,Moderate,23.59,High,Adequate,Investigate High Wastage
2024-09-01,BB_0042,urban,B_pos,packed_RBC,251,198.67,256.33,281.8,83.1,0.24,Moderate,14.41,Moderate,Low Stock,Reorder Soon
2024-06-01,BB_0020,rural,O_pos,platelet_concentrate,252,198.5,255.5,281.6,83.1,0.3,Critical,16.86,Moderate,Low Stock,Reorder Soon
2022-11-01,BB_0094,peri_urban,B_pos,cryoprecipitate,246,188.0,246.0,271.0,83.0,0.3,Critical,13.3,Low,Adequate,Reorder Soon
2021-02-01,BB_0044,rural,B_pos,cryoprecipitate,258,200.0,258.0,283.0,83.0,0.25,Moderate,13.0,Low,Adequate,Reorder Soon
2024-10-01,BB_0069,urban,O_neg,group_O_neg_emergency,245,201.5,258.5,284.5,83.0,0.15,Low,17.1,Moderate,Critical,Reorder Soon
2023-02-01,BB_0029,peri_urban,B_pos,cryoprecipitate,280,205.0,263.0,288.0,83.0,0.16,Low,18.65,Moderate,Adequate,Reorder Soon
2021-05-01,BB_0060,urban,A_pos,fresh_frozen_plasma,261,203.0,261.0,286.0,83.0,0.25,Moderate,13.3,Low,Low Stock,Reorder Soon
2022-05-01,BB_0147,peri_urban,AB_neg,packed_RBC,254,194.0,254.0,277.0,83.0,0.24,Moderate,10.82,Low,Adequate,Reorder Soon
2023-02-01,BB_0061,rural,B_pos,packed_RBC,278,198.0,255.5,281.0,83.0,0.27,High,17.42,Moderate,Adequate,Reorder Soon
2024-06-01,BB_0025,rural,B_pos,cryoprecipitate,270,191.0,249.0,274.0,83.0,0.3,Critical,22.19,Moderate,Adequate,Reorder Soon
2024-06-01,BB_0135,peri_urban,O_neg,packed_RBC,270,212.5,268.0,295.5,83.0,0.25,Moderate,14.39,Moderate,Recovered,Reorder Soon
2024-04-01,BB_0067,rural,B_pos,cryoprecipitate,247,197.0,255.0,280.0,83.0,0.28,High,18.14,Moderate,Low Stock,Reorder Soon
2024-12-01,BB_0089,urban,A_pos,fresh_frozen_plasma,259,201.0,259.0,284.0,83.0,0.29,Critical,24.88,Moderate,Adequate,Reorder Soon
2024-04-01,BB_0143,urban,O_pos,whole_blood,261,197.83,254.33,280.8,83.0,0.24,Moderate,21.4,High,Adequate,Investigate High Wastage
2024-10-01,BB_0018,peri_urban,B_pos,platelet_concentrate,256,194.67,251.33,277.6,82.9,0.2,Low,17.46,Moderate,Adequate,Reorder Soon
2021-03-01,BB_0063,peri_urban,B_neg,platelet_concentrate,248,190.0,248.0,272.9,82.9,0.29,High,13.68,Low,Adequate,Reorder Soon
2023-07-01,BB_0002,urban,O_neg,platelet_concentrate,246,191.0,246.0,273.9,82.9,0.23,Moderate,23.56,High,Adequate,Prioritize Near-Expiry Usage
2024-06-01,BB_0017,urban,B_pos,packed_RBC,257,188.5,244.38,271.4,82.9,0.26,High,16.54,Moderate,Adequate,Reorder Soon
2022-08-01,BB_0111,rural,A_pos,group_O_neg_emergency,261,206.5,261.5,289.4,82.9,0.21,Low,21.82,High,Low Stock,Investigate High Wastage
2024-03-01,BB_0140,urban,B_pos,fresh_frozen_plasma,263,185.6,245.0,268.4,82.8,0.2,Low,17.8,Moderate,Adequate,Reorder Soon
2024-02-01,BB_0039,rural,B_pos,whole_blood,249,192.0,249.0,274.8,82.8,0.32,Critical,4.17,Low,Adequate,Reorder Soon
2023-07-01,BB_0107,urban,B_pos,whole_blood,264,192.0,249.0,274.8,82.8,0.23,Moderate,13.53,Low,Adequate,Reorder Soon
2024-10-01,BB_0017,peri_urban,B_pos,group_O_neg_emergency,254,195.0,252.5,277.8,82.8,0.26,High,13.04,Low,Adequate,Reorder Soon
2024-06-01,BB_0062,rural,O_pos,cryoprecipitate,264,200.2,257.6,283.0,82.8,0.33,Critical,15.92,Moderate,Recovered,Reorder Soon
2023-08-01,BB_0078,rural,O_neg,cryoprecipitate,235,180.0,235.0,262.8,82.8,0.25,Moderate,24.44,Moderate,Recovered,Reorder Soon
2024-09-01,BB_0044,urban,O_pos,group_O_neg_emergency,273,199.83,252.83,282.6,82.8,0.25,Moderate,13.95,Low,Recovered,Reorder Soon
2022-08-01,BB_0087,peri_urban,B_pos,whole_blood,239,200.5,257.5,283.3,82.8,0.21,Low,22.79,High,Low Stock,Investigate High Wastage
2024-01-01,BB_0078,urban,AB_pos,packed_RBC,257,203.0,257.0,285.7,82.7,0.25,Moderate,10.34,Low,Adequate,Reorder Soon
2024-09-01,BB_0128,urban,B_pos,cryoprecipitate,251,191.5,249.25,274.2,82.7,0.29,Critical,13.84,Low,Adequate,Reorder Soon
2024-06-01,BB_0044,rural,O_pos,packed_RBC,278,196.5,262.33,279.2,82.7,0.25,Moderate,16.57,Moderate,Adequate,Reorder Soon
2024-04-01,BB_0006,peri_urban,A_pos,platelet_concentrate,254,201.5,258.5,284.2,82.7,0.22,Low,18.99,High,Adequate,Prioritize Near-Expiry Usage
2024-03-01,BB_0049,urban,O_pos,whole_blood,245,196.33,253.67,279.0,82.7,0.37,Critical,23.7,High,Recovered,Monitor Closely
2023-05-01,BB_0067,urban,AB_pos,packed_RBC,248,194.0,248.0,276.7,82.7,0.28,High,9.28,Low,Adequate,Reorder Soon
2024-06-01,BB_0125,urban,AB_pos,packed_RBC,253,197.67,251.67,280.4,82.7,0.29,Critical,11.9,Low,Adequate,Reorder Soon
2023-01-01,BB_0068,rural,A_pos,whole_blood,220,191.4,247.4,274.0,82.6,0.27,High,23.21,High,Low Stock,Investigate High Wastage
2023-07-01,BB_0119,urban,B_neg,group_O_neg_emergency,266,201.0,256.5,283.6,82.6,0.22,Low,16.67,Moderate,Recovered,Reorder Soon
2024-07-01,BB_0125,urban,O_pos,fresh_frozen_plasma,241,190.4,253.0,273.0,82.6,0.29,Critical,12.96,Low,Adequate,Reorder Soon
2024-10-01,BB_0041,peri_urban,O_pos,group_O_neg_emergency,255,197.75,254.75,280.4,82.6,0.2,Low,12.8,Low,Low Stock,Reorder Soon
2023-07-01,BB_0103,peri_urban,A_pos,group_O_neg_emergency,282,210.0,264.67,292.6,82.6,0.32,Critical,20.9,High,Critical,Investigate High Wastage
2022-09-01,BB_0018,rural,B_pos,packed_RBC,244,187.0,244.0,269.5,82.5,0.2,Low,10.7,Low,Adequate,Reorder Soon
2023-01-01,BB_0090,urban,B_pos,group_O_neg_emergency,269,199.5,256.75,282.0,82.5,0.2,Low,10.44,Low,Adequate,Reorder Soon
2023-09-01,BB_0101,rural,B_pos,cryoprecipitate,253,197.5,255.0,280.0,82.5,0.19,Low,15.16,Moderate,Adequate,Reorder Soon
2024-07-01,BB_0062,urban,B_pos,fresh_frozen_plasma,229,190.5,247.0,273.0,82.5,0.33,Critical,25.46,Moderate,Adequate,Reorder Soon
2024-11-01,BB_0144,rural,B_pos,cryoprecipitate,242,192.5,250.0,275.0,82.5,0.25,Moderate,12.55,Low,Adequate,Reorder Soon
2021-03-01,BB_0099,rural,A_neg,cryoprecipitate,263,204.0,263.0,286.5,82.5,0.15,Low,15.69,Moderate,Adequate,Reorder Soon
2024-11-01,BB_0096,rural,O_pos,platelet_concentrate,231,194.83,247.0,277.3,82.5,0.23,Moderate,15.86,Moderate,Low Stock,Reorder Soon
2024-01-01,BB_0028,peri_urban,A_neg,cryoprecipitate,250,191.0,250.0,273.5,82.5,0.19,Low,24.08,Moderate,Adequate,Reorder Soon
2021-09-01,BB_0034,rural,B_neg,cryoprecipitate,275,217.0,275.0,299.5,82.5,0.26,High,26.27,Moderate,Adequate,Reorder Soon
2024-10-01,BB_0098,urban,A_neg,cryoprecipitate,254,195.0,254.0,277.5,82.5,0.23,Moderate,11.79,Low,Adequate,Reorder Soon
2024-06-01,BB_0026,urban,O_pos,group_O_neg_emergency,270,195.33,252.0,277.7,82.4,0.28,High,18.02,Moderate,Low Stock,Reorder Soon
2022-03-01,BB_0034,urban,A_pos,cryoprecipitate,253,197.0,253.0,279.4,82.4,0.26,High,11.17,Low,Adequate,Reorder Soon
2024-03-01,BB_0039,urban,O_pos,fresh_frozen_plasma,250,207.3,262.2,289.7,82.4,0.32,Critical,15.99,Moderate,Adequate,Reorder Soon
2024-11-01,BB_0023,urban,B_pos,packed_RBC,262,200.75,257.75,283.2,82.4,0.18,Low,16.94,Moderate,Recovered,Reorder Soon
2023-03-01,BB_0002,peri_urban,AB_pos,group_O_neg_emergency,245,189.0,245.0,271.4,82.4,0.23,Moderate,20.63,High,Adequate,Investigate High Wastage
2023-06-01,BB_0048,urban,B_pos,fresh_frozen_plasma,255,197.33,257.17,279.7,82.4,0.32,Critical,18.4,Moderate,Recovered,Reorder Soon
2023-11-01,BB_0115,peri_urban,B_pos,group_O_neg_emergency,266,209.0,266.0,291.3,82.3,0.27,High,13.88,Low,Adequate,Reorder Soon
2023-09-01,BB_0040,peri_urban,B_pos,platelet_concentrate,267,211.0,267.0,293.3,82.3,0.28,High,29.38,High,Adequate,Prioritize Near-Expiry Usage
2023-03-01,BB_0124,urban,B_pos,platelet_concentrate,261,197.0,253.0,279.3,82.3,0.22,Low,16.23,Moderate,Low Stock,Reorder Soon
2022-10-01,BB_0095,urban,B_pos,whole_blood,265,198.5,255.0,280.8,82.3,0.3,Critical,17.12,Moderate,Adequate,Reorder Soon
2024-03-01,BB_0002,urban,B_pos,group_O_neg_emergency,256,190.67,247.67,273.0,82.3,0.23,Moderate,15.56,Moderate,Adequate,Reorder Soon
2023-11-01,BB_0002,rural,A_neg,platelet_concentrate,244,187.0,244.0,269.2,82.2,0.23,Moderate,16.04,Moderate,Recovered,Reorder Soon
2022-09-01,BB_0061,urban,A_neg,platelet_concentrate,241,184.0,241.0,266.2,82.2,0.27,High,25.0,High,Adequate,Prioritize Near-Expiry Usage
2024-06-01,BB_0042,rural,O_pos,packed_RBC,277,200.33,255.67,282.5,82.2,0.24,Moderate,20.61,High,Adequate,Investigate High Wastage
2022-03-01,BB_0137,urban,AB_pos,packed_RBC,244,201.5,255.0,283.7,82.2,0.28,High,17.38,Moderate,Low Stock,Reorder Soon
2023-10-01,BB_0087,urban,O_pos,cryoprecipitate,253,190.75,246.75,273.0,82.2,0.21,Low,20.87,Moderate,Adequate,Reorder Soon
2023-08-01,BB_0004,urban,B_neg,group_O_neg_emergency,268,213.0,268.0,295.1,82.1,0.25,High,10.8,Low,Adequate,Reorder Soon
2024-11-01,BB_0056,peri_urban,B_pos,packed_RBC,235,198.67,255.33,280.8,82.1,0.32,Critical,15.08,Moderate,Critical,Reorder Soon
2024-12-01,BB_0007,rural,O_pos,packed_RBC,266,198.18,252.82,280.3,82.1,0.36,Critical,16.33,Moderate,Adequate,Monitor Closely
2024-07-01,BB_0142,urban,A_pos,whole_blood,233,202.0,254.0,284.1,82.1,0.2,Low,18.66,Moderate,Adequate,Reorder Soon
2024-11-01,BB_0057,rural,B_pos,whole_blood,266,206.0,262.33,288.1,82.1,0.21,Low,19.73,High,Low Stock,Investigate High Wastage
2024-08-01,BB_0148,urban,O_pos,fresh_frozen_plasma,221,191.5,247.0,273.6,82.1,0.27,High,16.25,Moderate,Adequate,Reorder Soon
2022-08-01,BB_0034,peri_urban,O_pos,fresh_frozen_plasma,265,199.5,255.0,281.6,82.1,0.26,High,18.26,Moderate,Adequate,Reorder Soon
