id,facility_level,facility_id,region_type,collection_type,has_component_separation,has_nat_testing,has_blood_bank_fridge,has_platelet_agitator,blood_bank_staff_count,product_name,product_category,storage_temp_c,shelf_life_days,unit_cost_usd,blood_group,year,month,units_collected_month,units_requested_month,units_crossmatched,units_transfused,tti_screened_pct,tti_positive_pct,units_discarded_tti,units_expired,available_on_survey_day,shortage_in_last_month,shortage_days_last_month,shortage_cause,crossmatch_turnaround_hours,transfusion_reactions_month,maternal_deaths_no_blood,surgical_cancellations_no_blood,cold_chain_maintained,report_submitted,report_month,supply_demand_gap,total_wastage,wastage_rate,expiry_rate,tti_discard_rate,demand_fulfillment_rate,crossmatch_conversion_rate,collection_utilization_rate,inventory_demand_ratio,shortage_severity,wastage_risk,inventory_status
717,national_blood_centre,BB_0109,rural,VNRD_centralised,1,1,1,1,10,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2023,7,214,252,199,101,0.9000,6.30,13,28,1,0,0,not_applicable,0.80,0,0,0,1,1,2023-07-01,-38,41,19.16,13.08,6.07,40.08,50.75,47.20,0.00397,No Shortage,High,Adequate
718,national_blood_centre,BB_0090,urban,VNRD_centralised,1,1,1,1,11,platelet_concentrate,platelets,22,5,60.00,A_neg,2024,4,208,250,168,122,0.8900,4.10,8,37,1,0,0,not_applicable,0.70,0,0,0,1,1,2024-04-01,-42,45,21.63,17.79,3.85,48.80,72.62,58.65,0.00400,No Shortage,High,Adequate
719,national_blood_centre,BB_0074,peri_urban,VNRD_centralised,1,1,1,1,9,cryoprecipitate,plasma_derived,-25,365,50.00,A_pos,2022,4,200,251,200,149,0.7500,0.50,1,31,1,0,0,not_applicable,2.90,0,0,0,1,1,2022-04-01,-51,32,16.00,15.50,0.50,59.36,74.50,74.50,0.00398,No Shortage,Moderate,Adequate
720,national_blood_centre,BB_0086,urban,VNRD_centralised,1,1,1,1,12,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2023,4,194,251,194,104,0.9800,7.30,14,17,1,0,0,not_applicable,1.00,0,0,0,1,1,2023-04-01,-57,31,15.98,8.76,7.22,41.43,53.61,53.61,0.00398,No Shortage,Moderate,Adequate
721,national_blood_centre,BB_0134,urban,VNRD_centralised,1,1,1,1,5,whole_blood,red_cells,35,42,40.00,AB_pos,2021,7,193,244,193,149,0.9600,9.90,19,32,1,1,4,reagent_stockout_crossmatch,0.50,0,0,3,1,0,2021-07-01,-51,51,26.42,16.58,9.84,61.07,77.20,77.20,0.00410,Moderate,High,Recovered
722,national_blood_centre,BB_0055,urban,VNRD_centralised,1,1,1,1,14,packed_RBC,red_cells,35,42,55.00,A_pos,2023,3,238,260,183,144,0.9900,0.60,1,29,0,0,0,not_applicable,1.90,0,0,0,1,1,2023-03-01,-22,30,12.61,12.18,0.42,55.38,78.69,60.50,0.00000,No Shortage,Low,Low Stock
723,national_blood_centre,BB_0073,rural,VNRD_centralised,1,1,1,1,13,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2024,3,211,269,210,196,0.9600,4.30,9,26,0,0,0,not_applicable,2.30,1,0,0,1,1,2024-03-01,-58,35,16.59,12.32,4.27,72.86,93.33,92.89,0.00000,No Shortage,Moderate,Low Stock
724,national_blood_centre,BB_0092,rural,VNRD_centralised,1,1,1,1,7,platelet_concentrate,platelets,22,5,60.00,O_pos,2024,2,193,227,187,122,1.0000,1.20,2,34,1,1,1,tti_positive_discard,0.50,0,0,5,1,1,2024-02-01,-34,36,18.65,17.62,1.04,53.74,65.24,63.21,0.00441,Low,Moderate,Recovered
725,national_blood_centre,BB_0103,urban,VNRD_centralised,1,1,1,1,6,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2022,5,227,264,212,143,1.0000,4.70,10,32,1,0,0,not_applicable,2.00,0,0,0,1,1,2022-05-01,-37,42,18.50,14.10,4.41,54.17,67.45,63.00,0.00379,No Shortage,Moderate,Adequate
726,national_blood_centre,BB_0115,urban,VNRD_centralised,1,1,1,1,2,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2022,5,203,246,200,121,1.0000,0.50,1,39,0,0,0,not_applicable,0.80,1,0,0,1,0,2022-05-01,-43,40,19.70,19.21,0.49,49.19,60.50,59.61,0.00000,No Shortage,High,Low Stock
727,national_blood_centre,BB_0014,urban,VNRD_centralised,1,1,1,1,6,whole_blood,red_cells,35,42,40.00,O_pos,2021,7,196,229,188,144,0.8600,6.70,13,20,1,0,0,not_applicable,1.20,2,0,0,1,1,2021-07-01,-33,33,16.84,10.20,6.63,62.88,76.60,73.47,0.00437,No Shortage,Moderate,Adequate
728,national_blood_centre,BB_0012,urban,VNRD_centralised,1,1,1,1,5,packed_RBC,red_cells,35,42,55.00,B_pos,2023,5,210,205,146,101,1.0000,0.80,1,16,0,1,1,power_outage_storage,0.60,0,0,1,1,1,2023-05-01,5,17,8.10,7.62,0.48,49.27,69.18,48.10,0.00000,Low,Low,Critical
729,national_blood_centre,BB_0022,peri_urban,VNRD_centralised,1,1,1,1,11,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2023,4,179,256,179,118,1.0000,2.10,3,30,0,1,3,power_outage_storage,1.00,0,2,1,1,1,2023-04-01,-77,33,18.44,16.76,1.68,46.09,65.92,65.92,0.00000,Moderate,Moderate,Critical
730,national_blood_centre,BB_0047,urban,VNRD_centralised,1,1,1,1,9,platelet_concentrate,platelets,22,5,60.00,A_pos,2024,6,229,245,229,144,1.0000,8.40,19,10,1,1,2,seasonal_low_donation,2.30,1,0,0,1,1,2024-06-01,-16,29,12.66,4.37,8.30,58.78,62.88,62.88,0.00408,Low,Low,Recovered
731,national_blood_centre,BB_0075,rural,VNRD_centralised,1,1,1,1,9,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2021,2,176,242,176,132,1.0000,5.00,8,0,1,0,0,not_applicable,0.60,0,0,0,1,1,2021-02-01,-66,8,4.55,0.00,4.55,54.55,75.00,75.00,0.00413,No Shortage,Low,Adequate
732,national_blood_centre,BB_0081,urban,VNRD_centralised,1,1,1,1,10,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2021,3,210,248,210,155,0.9400,4.60,9,15,1,0,0,not_applicable,0.50,2,0,0,1,1,2021-03-01,-38,24,11.43,7.14,4.29,62.50,73.81,73.81,0.00403,No Shortage,Low,Adequate
733,national_blood_centre,BB_0099,urban,VNRD_centralised,1,1,1,1,8,whole_blood,red_cells,35,42,40.00,B_pos,2022,4,203,250,203,190,0.9100,6.00,12,0,1,0,0,not_applicable,1.90,1,0,0,1,1,2022-04-01,-47,12,5.91,0.00,5.91,76.00,93.60,93.60,0.00400,No Shortage,Low,Adequate
734,national_blood_centre,BB_0082,rural,VNRD_centralised,1,1,1,1,6,packed_RBC,red_cells,35,42,55.00,O_pos,2024,7,188,258,188,124,0.9000,3.10,5,27,0,0,0,not_applicable,0.90,0,0,0,1,1,2024-07-01,-70,32,17.02,14.36,2.66,48.06,65.96,65.96,0.00000,No Shortage,Moderate,Low Stock
735,national_blood_centre,BB_0056,urban,VNRD_centralised,1,1,1,1,7,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2022,10,191,233,182,130,1.0000,5.90,11,23,1,0,0,not_applicable,0.50,1,0,0,1,0,2022-10-01,-42,34,17.80,12.04,5.76,55.79,71.43,68.06,0.00429,No Shortage,Moderate,Adequate
736,national_blood_centre,BB_0004,rural,VNRD_centralised,1,1,1,1,6,platelet_concentrate,platelets,22,5,60.00,A_pos,2022,10,218,244,203,170,0.8800,1.70,3,23,1,0,0,not_applicable,1.30,0,0,0,1,1,2022-10-01,-26,26,11.93,10.55,1.38,69.67,83.74,77.98,0.00410,No Shortage,Low,Adequate
737,national_blood_centre,BB_0013,urban,VNRD_centralised,1,1,1,1,10,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2022,10,189,243,189,160,0.9400,4.10,7,22,1,0,0,not_applicable,1.20,1,0,0,1,1,2022-10-01,-54,29,15.34,11.64,3.70,65.84,84.66,84.66,0.00412,No Shortage,Moderate,Adequate
738,national_blood_centre,BB_0129,urban,VNRD_centralised,1,1,1,1,10,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2022,10,200,245,180,135,0.8900,3.20,6,20,1,0,0,not_applicable,0.80,0,0,0,1,1,2022-10-01,-45,26,13.00,10.00,3.00,55.10,75.00,67.50,0.00408,No Shortage,Low,Adequate
739,national_blood_centre,BB_0107,urban,VNRD_centralised,1,1,1,1,6,whole_blood,red_cells,35,42,40.00,O_pos,2023,9,182,254,182,124,0.8800,6.40,11,34,0,0,0,not_applicable,0.50,1,0,0,1,1,2023-09-01,-72,45,24.73,18.68,6.04,48.82,68.13,68.13,0.00000,No Shortage,High,Low Stock
740,national_blood_centre,BB_0042,urban,VNRD_centralised,1,1,1,1,9,packed_RBC,red_cells,35,42,55.00,B_neg,2021,6,207,246,193,143,0.9400,6.00,12,28,1,0,0,not_applicable,0.50,0,0,0,1,1,2021-06-01,-39,40,19.32,13.53,5.80,58.13,74.09,69.08,0.00407,No Shortage,High,Adequate
741,national_blood_centre,BB_0073,rural,VNRD_centralised,1,1,1,1,11,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2023,1,187,226,187,116,0.8500,6.60,12,15,1,0,0,not_applicable,0.50,1,0,0,1,1,2023-01-01,-39,27,14.44,8.02,6.42,51.33,62.03,62.03,0.00442,No Shortage,Moderate,Adequate
742,national_blood_centre,BB_0010,urban,VNRD_centralised,1,1,1,1,8,platelet_concentrate,platelets,22,5,60.00,O_pos,2023,2,204,232,198,137,0.8300,3.20,6,18,0,0,0,not_applicable,1.70,0,0,0,1,1,2023-02-01,-28,24,11.76,8.82,2.94,59.05,69.19,67.16,0.00000,No Shortage,Low,Low Stock
743,national_blood_centre,BB_0122,urban,VNRD_centralised,1,1,1,1,9,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2022,11,216,240,193,108,1.0000,0.50,1,24,1,1,5,insufficient_donors,0.50,0,0,0,1,1,2022-11-01,-24,25,11.57,11.11,0.46,45.00,55.96,50.00,0.00417,Moderate,Low,Recovered
744,national_blood_centre,BB_0078,urban,VNRD_centralised,1,1,1,1,11,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2022,7,204,252,202,142,0.8100,12.80,26,10,1,0,0,not_applicable,1.20,2,0,0,1,1,2022-07-01,-48,36,17.65,4.90,12.75,56.35,70.30,69.61,0.00397,No Shortage,Moderate,Adequate
745,national_blood_centre,BB_0133,peri_urban,VNRD_centralised,1,1,1,1,12,whole_blood,red_cells,35,42,40.00,O_pos,2023,11,192,241,192,124,1.0000,4.40,8,22,1,1,1,seasonal_low_donation,3.30,0,1,0,1,1,2023-11-01,-49,30,15.63,11.46,4.17,51.45,64.58,64.58,0.00415,Low,Moderate,Recovered
746,national_blood_centre,BB_0009,urban,VNRD_centralised,1,1,1,1,2,packed_RBC,red_cells,35,42,55.00,A_pos,2022,1,204,245,202,143,1.0000,8.30,16,21,1,0,0,not_applicable,0.50,2,0,0,1,1,2022-01-01,-41,37,18.14,10.29,7.84,58.37,70.79,70.10,0.00408,No Shortage,Moderate,Adequate
747,national_blood_centre,BB_0033,urban,VNRD_centralised,1,1,1,1,13,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2022,2,200,272,192,149,0.9600,1.70,3,39,1,0,0,not_applicable,1.30,0,0,0,1,1,2022-02-01,-72,42,21.00,19.50,1.50,54.78,77.60,74.50,0.00368,No Shortage,High,Adequate
748,national_blood_centre,BB_0004,urban,VNRD_centralised,1,1,1,1,7,platelet_concentrate,platelets,22,5,60.00,O_pos,2021,11,203,256,177,119,0.7700,10.50,21,33,1,0,0,not_applicable,0.50,0,0,0,1,1,2021-11-01,-53,54,26.60,16.26,10.34,46.48,67.23,58.62,0.00391,No Shortage,High,Adequate
749,national_blood_centre,BB_0001,peri_urban,VNRD_centralised,1,1,1,1,8,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2022,9,227,252,208,122,1.0000,7.10,16,1,1,0,0,not_applicable,3.60,0,0,0,1,1,2022-09-01,-25,17,7.49,0.44,7.05,48.41,58.65,53.74,0.00397,No Shortage,Low,Adequate
750,national_blood_centre,BB_0086,peri_urban,VNRD_centralised,1,1,1,1,7,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2022,7,217,263,215,168,1.0000,3.40,7,27,1,0,0,not_applicable,0.50,1,0,0,1,0,2022-07-01,-46,34,15.67,12.44,3.23,63.88,78.14,77.42,0.00380,No Shortage,Moderate,Adequate
751,national_blood_centre,BB_0058,peri_urban,VNRD_centralised,1,1,1,1,4,whole_blood,red_cells,35,42,40.00,B_pos,2023,3,196,284,196,173,1.0000,0.50,0,26,1,0,0,not_applicable,1.30,0,0,0,1,1,2023-03-01,-88,26,13.27,13.27,0.00,60.92,88.27,88.27,0.00352,No Shortage,Low,Adequate
752,national_blood_centre,BB_0143,urban,VNRD_centralised,1,1,1,1,9,packed_RBC,red_cells,35,42,55.00,A_pos,2022,12,189,245,189,123,0.8700,0.50,0,18,1,1,1,collection_campaign_failed,0.50,0,0,0,1,0,2022-12-01,-56,18,9.52,9.52,0.00,50.20,65.08,65.08,0.00408,Low,Low,Recovered
753,national_blood_centre,BB_0030,peri_urban,VNRD_centralised,1,1,1,1,5,fresh_frozen_plasma,plasma,-25,365,45.00,A_pos,2021,8,194,252,185,116,0.9800,8.20,15,20,1,0,0,not_applicable,0.50,0,0,0,1,0,2021-08-01,-58,35,18.04,10.31,7.73,46.03,62.70,59.79,0.00397,No Shortage,Moderate,Adequate
754,national_blood_centre,BB_0009,peri_urban,VNRD_centralised,1,1,1,1,3,platelet_concentrate,platelets,22,5,60.00,A_neg,2022,2,202,254,196,135,0.9900,5.30,10,31,1,1,1,demand_surge_trauma,0.80,0,0,3,1,1,2022-02-01,-52,41,20.30,15.35,4.95,53.15,68.88,66.83,0.00394,Low,High,Recovered
755,national_blood_centre,BB_0009,urban,VNRD_centralised,1,1,1,1,7,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2022,8,192,249,192,155,0.8300,2.00,3,16,1,0,0,not_applicable,1.30,2,0,0,1,1,2022-08-01,-57,19,9.90,8.33,1.56,62.25,80.73,80.73,0.00402,No Shortage,Low,Adequate
756,national_blood_centre,BB_0043,rural,VNRD_centralised,1,1,1,1,8,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2024,11,183,234,183,135,1.0000,5.30,9,14,1,1,3,cold_chain_break,0.90,1,1,1,1,0,2024-11-01,-51,23,12.57,7.65,4.92,57.69,73.77,73.77,0.00427,Moderate,Low,Recovered
757,national_blood_centre,BB_0046,peri_urban,VNRD_centralised,1,1,1,1,7,whole_blood,red_cells,35,42,40.00,B_pos,2023,12,197,254,197,155,1.0000,4.30,8,24,1,0,0,not_applicable,2.40,1,0,0,1,1,2023-12-01,-57,32,16.24,12.18,4.06,61.02,78.68,78.68,0.00394,No Shortage,Moderate,Adequate
758,national_blood_centre,BB_0041,rural,VNRD_centralised,1,1,1,1,3,packed_RBC,red_cells,35,42,55.00,O_pos,2024,8,160,245,160,128,0.8600,2.10,3,17,1,0,0,not_applicable,1.00,1,0,0,1,1,2024-08-01,-85,20,12.50,10.63,1.88,52.24,80.00,80.00,0.00408,No Shortage,Low,Adequate
759,national_blood_centre,BB_0035,peri_urban,VNRD_centralised,1,1,1,1,8,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2024,7,189,248,189,131,0.9100,13.90,26,22,1,0,0,not_applicable,2.10,0,0,0,0,1,2024-07-01,-59,48,25.40,11.64,13.76,52.82,69.31,69.31,0.00403,No Shortage,High,Adequate
760,national_blood_centre,BB_0076,peri_urban,VNRD_centralised,1,1,1,1,7,platelet_concentrate,platelets,22,5,60.00,O_pos,2024,5,191,299,191,143,0.9400,2.50,4,41,1,0,0,not_applicable,1.30,0,0,0,1,1,2024-05-01,-108,45,23.56,21.47,2.09,47.83,74.87,74.87,0.00334,No Shortage,High,Adequate
761,national_blood_centre,BB_0096,urban,VNRD_centralised,1,1,1,1,6,cryoprecipitate,plasma_derived,-25,365,50.00,B_pos,2024,6,189,243,168,126,0.9400,1.10,2,31,1,0,0,not_applicable,0.70,0,0,0,1,1,2024-06-01,-54,33,17.46,16.40,1.06,51.85,75.00,66.67,0.00412,No Shortage,Moderate,Adequate
762,national_blood_centre,BB_0041,urban,VNRD_centralised,1,1,1,1,7,group_O_neg_emergency,red_cells,35,42,65.00,A_neg,2023,12,197,263,197,124,0.7200,5.50,10,0,0,0,0,not_applicable,0.50,0,0,0,1,1,2023-12-01,-66,10,5.08,0.00,5.08,47.15,62.94,62.94,0.00000,No Shortage,Low,Low Stock
763,national_blood_centre,BB_0007,urban,VNRD_centralised,1,1,1,1,11,whole_blood,red_cells,35,42,40.00,O_pos,2023,10,196,252,196,152,1.0000,4.20,8,13,1,1,5,insufficient_donors,0.50,0,1,0,1,0,2023-10-01,-56,21,10.71,6.63,4.08,60.32,77.55,77.55,0.00397,Moderate,Low,Recovered
764,national_blood_centre,BB_0026,urban,VNRD_centralised,1,1,1,1,5,packed_RBC,red_cells,35,42,55.00,B_pos,2021,10,215,222,168,126,1.0000,7.00,15,48,1,0,0,not_applicable,0.50,0,0,0,1,1,2021-10-01,-7,63,29.30,22.33,6.98,56.76,75.00,58.60,0.00450,No Shortage,High,Adequate
765,national_blood_centre,BB_0062,urban,VNRD_centralised,1,1,1,1,9,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2022,5,204,235,184,145,1.0000,4.30,8,20,1,0,0,not_applicable,0.50,1,0,0,1,0,2022-05-01,-31,28,13.73,9.80,3.92,61.70,78.80,71.08,0.00426,No Shortage,Low,Adequate
766,national_blood_centre,BB_0085,rural,VNRD_centralised,1,1,1,1,9,platelet_concentrate,platelets,22,5,60.00,O_pos,2024,8,202,219,202,157,1.0000,3.10,6,12,0,0,0,not_applicable,0.50,0,0,0,1,1,2024-08-01,-17,18,8.91,5.94,2.97,71.69,77.72,77.72,0.00000,No Shortage,Low,Low Stock
767,national_blood_centre,BB_0050,urban,VNRD_centralised,1,1,1,1,9,cryoprecipitate,plasma_derived,-25,365,50.00,A_pos,2021,7,196,257,196,161,1.0000,4.90,9,27,1,0,0,not_applicable,0.50,0,0,0,1,1,2021-07-01,-61,36,18.37,13.78,4.59,62.65,82.14,82.14,0.00389,No Shortage,Moderate,Adequate
768,national_blood_centre,BB_0099,peri_urban,VNRD_centralised,1,1,1,1,9,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2024,10,216,249,194,162,1.0000,1.20,2,33,1,1,1,demand_surge_obstetric,0.50,3,0,1,1,1,2024-10-01,-33,35,16.20,15.28,0.93,65.06,83.51,75.00,0.00402,Low,Moderate,Recovered
769,national_blood_centre,BB_0019,urban,VNRD_centralised,1,1,1,1,6,whole_blood,red_cells,35,42,40.00,O_pos,2023,3,202,266,202,140,1.0000,6.30,12,17,1,1,3,transport_delay,2.40,2,0,3,0,1,2023-03-01,-64,29,14.36,8.42,5.94,52.63,69.31,69.31,0.00376,Moderate,Moderate,Recovered
770,national_blood_centre,BB_0094,peri_urban,VNRD_centralised,1,1,1,1,7,packed_RBC,red_cells,35,42,55.00,B_pos,2023,1,203,234,200,159,0.7700,4.60,9,33,1,0,0,not_applicable,2.10,0,0,0,1,1,2023-01-01,-31,42,20.69,16.26,4.43,67.95,79.50,78.33,0.00427,No Shortage,High,Adequate
771,national_blood_centre,BB_0110,urban,VNRD_centralised,1,1,1,1,10,fresh_frozen_plasma,plasma,-25,365,45.00,A_pos,2024,11,213,248,182,146,0.9600,3.90,8,20,1,0,0,not_applicable,0.50,0,0,0,1,1,2024-11-01,-35,28,13.15,9.39,3.76,58.87,80.22,68.54,0.00403,No Shortage,Low,Adequate
772,national_blood_centre,BB_0062,urban,VNRD_centralised,1,1,1,1,7,platelet_concentrate,platelets,22,5,60.00,O_pos,2022,5,179,251,179,153,0.8900,8.10,14,7,0,0,0,not_applicable,0.50,1,0,0,1,1,2022-05-01,-72,21,11.73,3.91,7.82,60.96,85.47,85.47,0.00000,No Shortage,Low,Low Stock
773,national_blood_centre,BB_0012,urban,VNRD_centralised,1,1,1,1,13,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2021,12,200,260,200,160,0.8700,2.00,4,42,0,0,0,not_applicable,1.40,3,0,0,1,1,2021-12-01,-60,46,23.00,21.00,2.00,61.54,80.00,80.00,0.00000,No Shortage,High,Low Stock
774,national_blood_centre,BB_0003,rural,VNRD_centralised,1,1,1,1,6,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2023,11,198,231,184,143,0.8900,2.00,3,36,0,0,0,not_applicable,4.10,0,0,0,1,1,2023-11-01,-33,39,19.70,18.18,1.52,61.90,77.72,72.22,0.00000,No Shortage,High,Low Stock
775,national_blood_centre,BB_0016,urban,VNRD_centralised,1,1,1,1,8,whole_blood,red_cells,35,42,40.00,B_pos,2022,5,186,237,186,100,0.9500,4.70,8,19,1,0,0,not_applicable,1.10,1,0,0,1,1,2022-05-01,-51,27,14.52,10.22,4.30,42.19,53.76,53.76,0.00422,No Shortage,Moderate,Adequate
776,national_blood_centre,BB_0108,urban,VNRD_centralised,1,1,1,1,12,packed_RBC,red_cells,35,42,55.00,B_pos,2023,10,195,280,195,164,0.8600,3.40,6,20,1,0,0,not_applicable,0.50,0,0,0,1,1,2023-10-01,-85,26,13.33,10.26,3.08,58.57,84.10,84.10,0.00357,No Shortage,Low,Adequate
777,national_blood_centre,BB_0065,peri_urban,VNRD_centralised,1,1,1,1,6,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2021,4,201,255,201,170,0.9100,6.10,12,22,1,1,14,demand_surge_trauma,0.50,0,0,1,1,1,2021-04-01,-54,34,16.92,10.95,5.97,66.67,84.58,84.58,0.00392,Critical,Moderate,Recovered
778,national_blood_centre,BB_0101,urban,VNRD_centralised,1,1,1,1,6,platelet_concentrate,platelets,22,5,60.00,O_pos,2023,8,175,274,175,102,1.0000,4.00,7,25,1,0,0,not_applicable,1.20,0,0,0,1,1,2023-08-01,-99,32,18.29,14.29,4.00,37.23,58.29,58.29,0.00365,No Shortage,Moderate,Adequate
779,national_blood_centre,BB_0138,urban,VNRD_centralised,1,1,1,1,6,cryoprecipitate,plasma_derived,-25,365,50.00,A_pos,2023,4,186,245,184,176,0.9600,2.00,3,24,1,1,15,transport_delay,0.50,1,0,1,1,1,2023-04-01,-59,27,14.52,12.90,1.61,71.84,95.65,94.62,0.00408,Critical,Moderate,Recovered
780,national_blood_centre,BB_0071,urban,VNRD_centralised,1,1,1,1,11,group_O_neg_emergency,red_cells,35,42,65.00,O_pos,2024,5,206,265,198,136,1.0000,3.40,7,7,1,0,0,not_applicable,0.90,0,0,0,1,1,2024-05-01,-59,14,6.80,3.40,3.40,51.32,68.69,66.02,0.00377,No Shortage,Low,Adequate
781,national_blood_centre,BB_0054,peri_urban,VNRD_centralised,1,1,1,1,5,whole_blood,red_cells,35,42,40.00,B_neg,2023,11,214,261,210,169,0.9600,0.50,1,6,1,1,1,collection_campaign_failed,0.50,2,0,0,1,1,2023-11-01,-47,7,3.27,2.80,0.47,64.75,80.48,78.97,0.00383,Low,Low,Recovered
782,national_blood_centre,BB_0014,rural,VNRD_centralised,1,1,1,1,4,packed_RBC,red_cells,35,42,55.00,B_pos,2024,10,196,258,196,141,0.9000,9.60,18,27,1,0,0,not_applicable,0.50,0,0,0,1,1,2024-10-01,-62,45,22.96,13.78,9.18,54.65,71.94,71.94,0.00388,No Shortage,High,Adequate
783,national_blood_centre,BB_0031,rural,VNRD_centralised,1,1,1,1,6,fresh_frozen_plasma,plasma,-25,365,45.00,A_pos,2022,5,201,266,199,141,0.8000,4.90,9,27,1,1,11,reagent_stockout_crossmatch,0.50,0,1,2,1,1,2022-05-01,-65,36,17.91,13.43,4.48,53.01,70.85,70.15,0.00376,Critical,Moderate,Recovered
784,national_blood_centre,BB_0126,urban,VNRD_centralised,1,1,1,1,8,platelet_concentrate,platelets,22,5,60.00,O_pos,2021,12,215,255,207,185,1.0000,0.50,1,26,1,1,3,reagent_stockout_crossmatch,1.30,4,0,2,1,1,2021-12-01,-40,27,12.56,12.09,0.47,72.55,89.37,86.05,0.00392,Moderate,Low,Recovered
785,national_blood_centre,BB_0108,urban,VNRD_centralised,1,1,1,1,5,cryoprecipitate,plasma_derived,-25,365,50.00,O_pos,2021,4,222,282,222,207,1.0000,2.90,6,44,1,0,0,not_applicable,0.90,0,0,0,0,1,2021-04-01,-60,50,22.52,19.82,2.70,73.40,93.24,93.24,0.00355,No Shortage,High,Adequate
786,national_blood_centre,BB_0063,urban,VNRD_centralised,1,1,1,1,6,group_O_neg_emergency,red_cells,35,42,65.00,A_pos,2021,3,216,238,180,159,0.9600,10.10,21,18,1,0,0,not_applicable,0.50,1,0,0,1,1,2021-03-01,-22,39,18.06,8.33,9.72,66.81,88.33,73.61,0.00420,No Shortage,Moderate,Adequate
787,national_blood_centre,BB_0035,rural,VNRD_centralised,1,1,1,1,10,whole_blood,red_cells,35,42,40.00,O_pos,2022,12,190,258,190,144,1.0000,0.50,0,26,1,0,0,not_applicable,1.40,2,0,0,1,1,2022-12-01,-68,26,13.68,13.68,0.00,55.81,75.79,75.79,0.00388,No Shortage,Low,Adequate
788,national_blood_centre,BB_0035,urban,VNRD_centralised,1,1,1,1,7,packed_RBC,red_cells,35,42,55.00,B_neg,2023,10,211,223,192,165,0.9200,5.30,11,23,1,0,0,not_applicable,1.00,0,0,0,1,1,2023-10-01,-12,34,16.11,10.90,5.21,73.99,85.94,78.20,0.00448,No Shortage,Moderate,Adequate
789,national_blood_centre,BB_0130,peri_urban,VNRD_centralised,1,1,1,1,3,fresh_frozen_plasma,plasma,-25,365,45.00,O_pos,2023,7,176,263,176,152,0.7500,3.70,6,24,0,0,0,not_applicable,1.10,1,0,0,1,1,2023-07-01,-87,30,17.05,13.64,3.41,57.79,86.36,86.36,0.00000,No Shortage,Moderate,Low Stock
790,national_blood_centre,BB_0085,urban,VNRD_centralised,1,1,1,1,3,platelet_concentrate,platelets,22,5,60.00,O_pos,2023,10,230,239,187,145,0.8500,5.40,12,32,1,1,1,demand_surge_trauma,0.50,0,0,6,1,0,2023-10-01,-9,44,19.13,13.91,5.22,60.67,77.54,63.04,0.00418,Low,High,Recovered
791,national_blood_centre,BB_0048,urban,VNRD_centralised,1,1,1,1,10,cryoprecipitate,plasma_derived,-25,365,50.00,A_pos,2023,10,200,265,200,145,0.8700,5.40,10,26,1,1,1,seasonal_low_donation,9.50,0,0,0,1,1,2023-10-01,-65,36,18.00,13.00,5.00,54.72,72.50,72.50,0.00377,Low,Moderate,Recovered
792,national_blood_centre,BB_0006,peri_urban,VNRD_centralised,1,1,1,1,5,group_O_neg_emergency,red_cells,35,42,65.00,A_pos,2021,9,187,279,187,153,0.8800,13.70,25,27,1,1,9,insufficient_donors,1.90,0,0,1,1,1,2021-09-01,-92,52,27.81,14.44,13.37,54.84,81.82,81.82,0.00358,High,High,Recovered
793,national_blood_centre,BB_0065,urban,VNRD_centralised,1,1,1,1,6,whole_blood,red_cells,35,42,40.00,O_pos,2024,3,206,282,206,149,1.0000,2.20,4,32,1,0,0,not_applicable,0.60,0,0,0,1,0,2024-03-01,-76,36,17.48,15.53,1.94,52.84,72.33,72.33,0.00355,No Shortage,Moderate,Adequate
794,national_blood_centre,BB_0146,urban,VNRD_centralised,1,1,1,1,6,packed_RBC,red_cells,35,42,55.00,B_pos,2023,3,192,254,192,150,1.0000,0.50,0,22,1,1,1,tti_positive_discard,1.40,1,0,0,1,1,2023-03-01,-62,22,11.46,11.46,0.00,59.06,78.13,78.13,0.00394,Low,Low,Recovered
