id,facility_level,facility_id,region_type,collection_type,has_component_separation,has_NAT_testing,has_blood_bank_fridge,has_platelet_agitator,blood_bank_staff_count,product_name,product_category,storage_temp_C,shelf_life_days,unit_cost_usd,blood_group,year,month,units_collected_month,units_requested_month,units_crossmatched,units_transfused,tti_screened_pct,tti_positive_pct,units_discarded_tti,units_expired,available_on_survey_day,shortage_in_last_month,shortage_days_last_month,shortage_cause,crossmatch_turnaround_hours,transfusion_reactions_month,maternal_deaths_no_blood,surgical_cancellations_no_blood,cold_chain_maintained,report_submitted
1471,national_blood_centre,BB_0049,urban,VNRD_centralised,1,1,1,1,7,whole_blood,red_cells,35,42,40.0,O_pos,2024,3,222,245,210,186,0.92,7.1,15,34,1,1,1,transport_delay,2.6,1,0,5,1,1
1472,national_blood_centre,BB_0079,peri_urban,VNRD_centralised,1,1,1,1,7,packed_RBC,red_cells,35,42,55.0,O_pos,2023,6,208,261,208,144,0.92,0.5,1,46,1,0,0,not_applicable,0.5,2,0,0,1,1
1473,national_blood_centre,BB_0008,urban,VNRD_centralised,1,1,1,1,5,fresh_frozen_plasma,plasma,-25,365,45.0,A_pos,2022,9,201,250,192,134,0.86,1.4,2,25,1,0,0,not_applicable,2.1,0,0,0,1,1
1474,national_blood_centre,BB_0119,rural,VNRD_centralised,1,1,1,1,8,platelet_concentrate,platelets,22,5,60.0,O_pos,2023,11,182,259,182,134,0.98,2.6,4,10,1,1,4,seasonal_low_donation,0.5,1,1,3,1,1
1475,national_blood_centre,BB_0064,urban,VNRD_centralised,1,1,1,1,9,cryoprecipitate,plasma_derived,-25,365,50.0,O_pos,2023,12,196,242,196,168,1.0,4.6,9,8,0,0,0,not_applicable,1.3,2,0,0,1,1
1476,national_blood_centre,BB_0025,rural,VNRD_centralised,1,1,1,1,11,group_O_neg_emergency,red_cells,35,42,65.0,A_pos,2021,12,186,262,186,172,1.0,5.7,10,39,1,0,0,not_applicable,0.5,0,0,0,0,1
1477,national_blood_centre,BB_0026,peri_urban,VNRD_centralised,1,1,1,1,6,whole_blood,red_cells,35,42,40.0,A_pos,2023,8,180,273,180,70,0.98,8.5,15,21,1,0,0,not_applicable,3.4,0,0,0,1,0
1478,national_blood_centre,BB_0114,urban,VNRD_centralised,1,1,1,1,9,packed_RBC,red_cells,35,42,55.0,A_pos,2022,11,196,246,188,160,0.84,3.8,7,10,1,0,0,not_applicable,0.5,1,0,0,0,1
1479,national_blood_centre,BB_0021,urban,VNRD_centralised,1,1,1,1,11,fresh_frozen_plasma,plasma,-25,365,45.0,O_pos,2023,7,186,273,186,119,0.93,6.5,12,14,1,0,0,not_applicable,0.5,0,0,0,1,1
1480,national_blood_centre,BB_0107,urban,VNRD_centralised,1,1,1,1,7,platelet_concentrate,platelets,22,5,60.0,O_pos,2022,4,220,241,201,160,1.0,6.7,14,27,1,0,0,not_applicable,0.9,0,0,0,1,1
1481,national_blood_centre,BB_0051,rural,VNRD_centralised,1,1,1,1,15,cryoprecipitate,plasma_derived,-25,365,50.0,A_pos,2023,1,181,283,181,153,1.0,8.2,14,17,1,0,0,not_applicable,0.5,1,0,0,1,1
1482,national_blood_centre,BB_0013,rural,VNRD_centralised,1,1,1,1,9,group_O_neg_emergency,red_cells,35,42,65.0,A_neg,2023,7,205,229,168,149,0.79,7.9,16,5,1,0,0,not_applicable,2.5,2,0,0,1,1
1483,national_blood_centre,BB_0067,urban,VNRD_centralised,1,1,1,1,4,whole_blood,red_cells,35,42,40.0,O_pos,2024,6,223,279,223,144,1.0,5.9,13,33,1,0,0,not_applicable,0.5,0,0,0,1,1
1484,national_blood_centre,BB_0063,urban,VNRD_centralised,1,1,1,1,11,packed_RBC,red_cells,35,42,55.0,O_pos,2023,6,188,273,188,179,0.95,5.3,9,27,0,1,1,insufficient_donors,1.4,0,1,1,1,1
1485,national_blood_centre,BB_0147,urban,VNRD_centralised,1,1,1,1,9,fresh_frozen_plasma,plasma,-25,365,45.0,O_pos,2024,10,210,272,203,149,1.0,5.7,11,19,1,0,0,not_applicable,1.5,1,0,0,0,1
1486,national_blood_centre,BB_0073,peri_urban,VNRD_centralised,1,1,1,1,11,platelet_concentrate,platelets,22,5,60.0,A_pos,2021,9,231,248,192,149,0.96,4.5,10,21,1,0,0,not_applicable,0.9,0,0,0,1,1
1487,national_blood_centre,BB_0027,rural,VNRD_centralised,1,1,1,1,4,cryoprecipitate,plasma_derived,-25,365,50.0,O_pos,2024,9,213,254,171,132,0.91,6.0,12,17,1,0,0,not_applicable,0.5,0,0,0,0,1
1488,national_blood_centre,BB_0009,peri_urban,VNRD_centralised,1,1,1,1,11,group_O_neg_emergency,red_cells,35,42,65.0,A_pos,2022,7,215,214,181,145,0.84,3.0,6,25,1,0,0,not_applicable,0.5,0,0,0,1,1
1489,national_blood_centre,BB_0021,peri_urban,VNRD_centralised,1,1,1,1,6,whole_blood,red_cells,35,42,40.0,O_pos,2021,12,195,217,161,130,0.9,7.5,14,4,1,0,0,not_applicable,0.5,1,0,0,1,1
1490,national_blood_centre,BB_0100,urban,VNRD_centralised,1,1,1,1,13,packed_RBC,red_cells,35,42,55.0,O_pos,2024,9,231,234,179,117,1.0,2.8,6,36,1,0,0,not_applicable,2.3,0,0,0,1,1
1491,national_blood_centre,BB_0107,urban,VNRD_centralised,1,1,1,1,9,fresh_frozen_plasma,plasma,-25,365,45.0,AB_pos,2023,2,200,260,200,148,0.96,7.2,14,16,0,0,0,not_applicable,1.7,1,0,0,1,1
1492,national_blood_centre,BB_0031,urban,VNRD_centralised,1,1,1,1,4,platelet_concentrate,platelets,22,5,60.0,A_pos,2024,4,200,279,200,164,1.0,5.6,11,40,1,0,0,not_applicable,0.5,1,0,0,1,1
1493,national_blood_centre,BB_0023,urban,VNRD_centralised,1,1,1,1,9,cryoprecipitate,plasma_derived,-25,365,50.0,O_pos,2022,3,203,242,186,154,1.0,3.9,7,24,1,0,0,not_applicable,0.5,0,0,0,0,1
1494,national_blood_centre,BB_0062,urban,VNRD_centralised,1,1,1,1,6,group_O_neg_emergency,red_cells,35,42,65.0,O_pos,2023,10,206,248,176,134,0.82,9.0,18,21,1,0,0,not_applicable,0.5,3,0,0,1,1
1495,national_blood_centre,BB_0034,peri_urban,VNRD_centralised,1,1,1,1,7,whole_blood,red_cells,35,42,40.0,A_pos,2021,11,211,261,211,173,0.76,5.2,10,32,1,0,0,not_applicable,1.9,1,0,0,0,1
1496,national_blood_centre,BB_0045,urban,VNRD_centralised,1,1,1,1,7,packed_RBC,red_cells,35,42,55.0,O_pos,2022,2,195,246,195,156,1.0,7.9,15,12,1,0,0,not_applicable,1.5,0,0,0,1,1
1497,national_blood_centre,BB_0040,rural,VNRD_centralised,1,1,1,1,3,fresh_frozen_plasma,plasma,-25,365,45.0,O_pos,2024,3,185,246,185,102,1.0,7.3,13,25,1,1,1,seasonal_low_donation,1.3,0,1,1,1,1
1498,national_blood_centre,BB_0086,peri_urban,VNRD_centralised,1,1,1,1,7,platelet_concentrate,platelets,22,5,60.0,B_pos,2022,3,208,245,195,135,0.99,6.2,12,25,0,1,2,cold_chain_break,1.2,0,0,2,0,1
1499,national_blood_centre,BB_0068,rural,VNRD_centralised,1,1,1,1,10,cryoprecipitate,plasma_derived,-25,365,50.0,O_pos,2023,9,213,263,208,133,1.0,9.3,19,23,1,1,1,TTI_positive_discard,5.6,0,0,6,1,1
1500,national_blood_centre,BB_0010,urban,VNRD_centralised,1,1,1,1,11,group_O_neg_emergency,red_cells,35,42,65.0,O_pos,2024,12,206,255,206,130,0.97,0.7,1,6,1,0,0,not_applicable,0.5,3,0,0,0,1
1501,national_blood_centre,BB_0034,peri_urban,VNRD_centralised,1,1,1,1,9,whole_blood,red_cells,35,42,40.0,A_pos,2021,7,175,229,158,116,0.95,5.2,9,25,1,0,0,not_applicable,0.5,0,0,0,1,1
1502,national_blood_centre,BB_0134,peri_urban,VNRD_centralised,1,1,1,1,9,packed_RBC,red_cells,35,42,55.0,O_pos,2022,5,223,219,209,98,0.87,5.3,11,14,1,0,0,not_applicable,0.5,0,0,0,1,1
1503,national_blood_centre,BB_0147,peri_urban,VNRD_centralised,1,1,1,1,7,fresh_frozen_plasma,plasma,-25,365,45.0,A_pos,2024,9,195,273,195,105,0.92,4.2,8,22,1,0,0,not_applicable,0.5,0,0,0,1,1
1504,national_blood_centre,BB_0085,peri_urban,VNRD_centralised,1,1,1,1,8,platelet_concentrate,platelets,22,5,60.0,O_pos,2023,7,219,243,208,133,0.92,10.8,23,24,1,0,0,not_applicable,2.1,1,0,0,1,1
1505,national_blood_centre,BB_0114,urban,VNRD_centralised,1,1,1,1,8,cryoprecipitate,plasma_derived,-25,365,50.0,B_neg,2022,8,196,260,191,155,0.89,2.8,5,27,1,1,1,demand_surge_trauma,0.7,0,0,0,1,1
1506,national_blood_centre,BB_0062,rural,VNRD_centralised,1,1,1,1,8,group_O_neg_emergency,red_cells,35,42,65.0,A_pos,2024,12,199,245,199,145,1.0,2.2,4,27,1,1,1,demand_surge_trauma,0.7,0,0,0,1,1
1507,national_blood_centre,BB_0086,urban,VNRD_centralised,1,1,1,1,6,whole_blood,red_cells,35,42,40.0,AB_pos,2024,8,186,274,186,156,1.0,4.6,8,18,1,1,2,insufficient_donors,0.5,1,1,2,1,0
1508,national_blood_centre,BB_0096,rural,VNRD_centralised,1,1,1,1,5,packed_RBC,red_cells,35,42,55.0,B_pos,2022,9,200,235,169,116,0.95,4.5,9,19,1,0,0,not_applicable,0.5,0,0,0,1,1
1509,national_blood_centre,BB_0109,urban,VNRD_centralised,1,1,1,1,2,fresh_frozen_plasma,plasma,-25,365,45.0,O_pos,2022,9,183,253,183,109,0.87,0.5,0,28,1,1,11,reagent_stockout_crossmatch,0.9,0,0,3,1,1
1510,national_blood_centre,BB_0056,urban,VNRD_centralised,1,1,1,1,7,platelet_concentrate,platelets,22,5,60.0,O_pos,2023,6,209,240,194,127,0.93,3.3,6,9,1,0,0,not_applicable,0.5,0,0,0,1,1
1511,national_blood_centre,BB_0059,rural,VNRD_centralised,1,1,1,1,10,cryoprecipitate,plasma_derived,-25,365,50.0,B_pos,2024,12,194,252,194,153,0.82,5.4,10,17,1,1,2,TTI_positive_discard,3.9,1,0,4,1,1
1512,national_blood_centre,BB_0044,peri_urban,VNRD_centralised,1,1,1,1,7,group_O_neg_emergency,red_cells,35,42,65.0,O_pos,2023,10,186,271,186,136,0.93,4.7,8,16,1,1,4,seasonal_low_donation,2.0,0,0,4,1,1
1513,national_blood_centre,BB_0115,peri_urban,VNRD_centralised,1,1,1,1,7,whole_blood,red_cells,35,42,40.0,B_pos,2024,2,191,253,188,141,0.93,0.5,0,14,1,0,0,not_applicable,0.5,2,0,0,1,1
1514,national_blood_centre,BB_0108,urban,VNRD_centralised,1,1,1,1,8,packed_RBC,red_cells,35,42,55.0,O_pos,2022,5,215,274,215,193,0.77,8.0,17,43,1,0,0,not_applicable,1.4,0,0,0,1,1
1515,national_blood_centre,BB_0102,peri_urban,VNRD_centralised,1,1,1,1,8,fresh_frozen_plasma,plasma,-25,365,45.0,O_pos,2023,8,185,254,185,145,1.0,9.5,17,24,1,0,0,not_applicable,0.5,2,0,0,1,1
1516,national_blood_centre,BB_0016,peri_urban,VNRD_centralised,1,1,1,1,14,platelet_concentrate,platelets,22,5,60.0,A_pos,2024,5,218,243,181,126,0.91,6.6,14,48,1,1,1,demand_surge_obstetric,0.5,1,0,3,1,0
1517,national_blood_centre,BB_0102,urban,VNRD_centralised,1,1,1,1,12,cryoprecipitate,plasma_derived,-25,365,50.0,A_neg,2022,3,201,247,201,168,1.0,2.4,4,10,1,0,0,not_applicable,2.0,0,0,0,1,1
1518,national_blood_centre,BB_0106,urban,VNRD_centralised,1,1,1,1,7,group_O_neg_emergency,red_cells,35,42,65.0,O_pos,2022,7,179,250,170,124,1.0,6.9,12,18,0,0,0,not_applicable,0.5,0,0,0,1,1
1519,national_blood_centre,BB_0132,rural,VNRD_centralised,1,1,1,1,7,whole_blood,red_cells,35,42,40.0,O_pos,2024,3,206,254,206,171,0.97,6.9,14,35,1,0,0,not_applicable,0.5,0,0,0,1,1
1520,national_blood_centre,BB_0075,urban,VNRD_centralised,1,1,1,1,14,packed_RBC,red_cells,35,42,55.0,A_pos,2024,1,204,268,204,202,0.78,10.4,21,24,1,0,0,not_applicable,0.5,1,0,0,1,1
1521,national_blood_centre,BB_0124,urban,VNRD_centralised,1,1,1,1,11,fresh_frozen_plasma,plasma,-25,365,45.0,O_pos,2021,1,209,260,206,131,0.77,2.5,5,26,1,0,0,not_applicable,1.1,0,0,0,1,1
1522,national_blood_centre,BB_0149,urban,VNRD_centralised,1,1,1,1,5,platelet_concentrate,platelets,22,5,60.0,O_pos,2022,11,189,243,189,137,0.73,6.6,12,31,1,1,4,cold_chain_break,0.9,3,0,1,1,0
1523,national_blood_centre,BB_0084,peri_urban,VNRD_centralised,1,1,1,1,9,cryoprecipitate,plasma_derived,-25,365,50.0,A_pos,2024,6,214,230,192,159,0.95,9.4,20,34,1,1,3,collection_campaign_failed,1.2,0,0,6,1,1
1524,national_blood_centre,BB_0077,urban,VNRD_centralised,1,1,1,1,8,group_O_neg_emergency,red_cells,35,42,65.0,O_pos,2022,7,200,251,200,114,1.0,5.1,10,28,1,0,0,not_applicable,1.5,0,0,0,1,1
1525,national_blood_centre,BB_0119,urban,VNRD_centralised,1,1,1,1,10,whole_blood,red_cells,35,42,40.0,B_pos,2023,7,193,244,192,141,0.9,0.5,0,10,1,0,0,not_applicable,0.5,0,0,0,0,1
1526,national_blood_centre,BB_0034,urban,VNRD_centralised,1,1,1,1,6,packed_RBC,red_cells,35,42,55.0,O_pos,2021,6,200,237,200,155,1.0,2.7,5,23,1,0,0,not_applicable,1.6,0,0,0,1,1
1527,national_blood_centre,BB_0100,urban,VNRD_centralised,1,1,1,1,12,fresh_frozen_plasma,plasma,-25,365,45.0,O_pos,2023,3,234,253,218,183,1.0,9.2,21,32,1,0,0,not_applicable,0.7,0,0,0,1,1
1528,national_blood_centre,BB_0010,rural,VNRD_centralised,1,1,1,1,7,platelet_concentrate,platelets,22,5,60.0,A_pos,2024,12,210,228,173,131,0.82,11.1,23,40,1,0,0,not_applicable,0.9,0,0,0,1,1
1529,national_blood_centre,BB_0114,rural,VNRD_centralised,1,1,1,1,12,cryoprecipitate,plasma_derived,-25,365,50.0,O_pos,2024,9,200,273,200,127,0.97,6.0,12,20,0,1,1,reagent_stockout_crossmatch,1.9,0,0,1,1,1
1530,national_blood_centre,BB_0048,rural,VNRD_centralised,1,1,1,1,7,group_O_neg_emergency,red_cells,35,42,65.0,B_pos,2022,8,176,262,176,156,0.89,9.8,17,18,1,0,0,not_applicable,0.5,0,0,0,0,1
1531,national_blood_centre,BB_0085,urban,VNRD_centralised,1,1,1,1,4,whole_blood,red_cells,35,42,40.0,O_pos,2024,12,186,266,186,145,0.96,10.1,18,14,1,0,0,not_applicable,0.5,0,0,0,1,1
1532,national_blood_centre,BB_0002,peri_urban,VNRD_centralised,1,1,1,1,4,packed_RBC,red_cells,35,42,55.0,A_neg,2024,1,213,262,208,195,1.0,3.9,8,27,1,1,2,expired_units,3.6,0,0,1,1,1
1533,national_blood_centre,BB_0013,urban,VNRD_centralised,1,1,1,1,8,fresh_frozen_plasma,plasma,-25,365,45.0,A_pos,2023,10,217,253,210,198,0.81,4.9,10,29,0,1,3,demand_surge_obstetric,2.9,0,0,0,1,1
1534,national_blood_centre,BB_0004,urban,VNRD_centralised,1,1,1,1,11,platelet_concentrate,platelets,22,5,60.0,O_pos,2022,9,210,245,207,135,1.0,5.1,10,19,1,0,0,not_applicable,0.8,0,0,0,1,1
1535,national_blood_centre,BB_0096,urban,VNRD_centralised,1,1,1,1,5,cryoprecipitate,plasma_derived,-25,365,50.0,O_pos,2022,5,192,236,186,172,0.99,2.6,4,14,1,0,0,not_applicable,3.9,0,0,0,1,1
1536,national_blood_centre,BB_0013,peri_urban,VNRD_centralised,1,1,1,1,9,group_O_neg_emergency,red_cells,35,42,65.0,B_pos,2022,5,191,243,185,127,0.85,6.6,12,30,1,0,0,not_applicable,0.5,1,0,0,1,0
1537,national_blood_centre,BB_0121,urban,VNRD_centralised,1,1,1,1,7,whole_blood,red_cells,35,42,40.0,O_pos,2023,12,230,257,224,224,1.0,6.0,13,37,1,0,0,not_applicable,0.6,1,0,0,1,1
1538,national_blood_centre,BB_0083,urban,VNRD_centralised,1,1,1,1,3,packed_RBC,red_cells,35,42,55.0,O_pos,2023,7,207,252,207,134,0.84,4.7,9,15,1,0,0,not_applicable,0.5,0,0,0,1,1
1539,national_blood_centre,BB_0130,peri_urban,VNRD_centralised,1,1,1,1,10,fresh_frozen_plasma,plasma,-25,365,45.0,O_pos,2024,9,211,228,166,98,0.95,1.0,2,10,0,0,0,not_applicable,0.5,1,0,0,1,1
1540,national_blood_centre,BB_0101,urban,VNRD_centralised,1,1,1,1,13,platelet_concentrate,platelets,22,5,60.0,O_neg,2023,4,184,227,163,141,0.99,6.7,12,12,1,0,0,not_applicable,0.5,2,0,0,1,1
1541,national_blood_centre,BB_0065,urban,VNRD_centralised,1,1,1,1,7,cryoprecipitate,plasma_derived,-25,365,50.0,O_pos,2022,6,205,224,176,125,0.97,1.5,3,13,1,0,0,not_applicable,0.5,1,0,0,1,1
1542,national_blood_centre,BB_0146,peri_urban,VNRD_centralised,1,1,1,1,9,group_O_neg_emergency,red_cells,35,42,65.0,A_pos,2024,11,199,251,199,156,1.0,3.7,7,29,1,0,0,not_applicable,0.5,2,0,0,0,1
1543,national_blood_centre,BB_0001,urban,VNRD_centralised,1,1,1,1,5,whole_blood,red_cells,35,42,40.0,A_pos,2023,3,206,238,202,161,0.82,4.5,9,10,0,1,1,demand_surge_trauma,0.5,0,1,6,1,1
1544,national_blood_centre,BB_0122,urban,VNRD_centralised,1,1,1,1,3,packed_RBC,red_cells,35,42,55.0,A_pos,2023,7,206,215,185,138,1.0,7.0,14,38,0,1,1,cold_chain_break,0.5,1,1,4,1,1
1545,national_blood_centre,BB_0091,peri_urban,VNRD_centralised,1,1,1,1,5,fresh_frozen_plasma,plasma,-25,365,45.0,O_pos,2022,9,214,241,193,164,1.0,4.4,9,25,1,1,3,expired_units,0.5,2,0,11,1,1
1546,national_blood_centre,BB_0011,urban,VNRD_centralised,1,1,1,1,6,platelet_concentrate,platelets,22,5,60.0,A_pos,2023,1,195,264,193,157,1.0,3.7,7,17,1,1,1,expired_units,0.7,1,0,1,1,0
1547,national_blood_centre,BB_0143,rural,VNRD_centralised,1,1,1,1,8,cryoprecipitate,plasma_derived,-25,365,50.0,O_pos,2021,7,185,247,185,136,0.93,6.2,11,3,1,1,2,seasonal_low_donation,1.1,2,0,3,0,1
1548,national_blood_centre,BB_0064,peri_urban,VNRD_centralised,1,1,1,1,3,group_O_neg_emergency,red_cells,35,42,65.0,O_pos,2024,2,207,265,207,181,0.96,3.8,7,19,1,0,0,not_applicable,0.5,2,0,0,1,0
1549,national_blood_centre,BB_0013,peri_urban,VNRD_centralised,1,1,1,1,8,whole_blood,red_cells,35,42,40.0,B_pos,2022,5,211,264,192,175,0.91,5.1,10,43,0,0,0,not_applicable,1.3,1,0,0,1,1
1550,national_blood_centre,BB_0137,rural,VNRD_centralised,1,1,1,1,9,packed_RBC,red_cells,35,42,55.0,O_pos,2022,12,198,248,187,126,0.87,2.2,4,14,1,0,0,not_applicable,4.4,2,0,0,1,1
1551,national_blood_centre,BB_0072,urban,VNRD_centralised,1,1,1,1,3,fresh_frozen_plasma,plasma,-25,365,45.0,A_pos,2022,4,188,264,188,157,0.8,1.0,1,25,1,0,0,not_applicable,1.8,0,0,0,1,1
1552,national_blood_centre,BB_0067,urban,VNRD_centralised,1,1,1,1,4,platelet_concentrate,platelets,22,5,60.0,A_neg,2023,2,208,264,197,162,0.88,3.8,7,58,0,1,1,TTI_positive_discard,0.5,0,0,1,0,1
1553,national_blood_centre,BB_0036,peri_urban,VNRD_centralised,1,1,1,1,5,cryoprecipitate,plasma_derived,-25,365,50.0,B_pos,2022,4,221,230,203,141,1.0,6.1,13,6,1,1,1,insufficient_donors,0.5,1,0,1,1,1
1554,national_blood_centre,BB_0115,urban,VNRD_centralised,1,1,1,1,8,group_O_neg_emergency,red_cells,35,42,65.0,O_pos,2023,3,211,247,202,163,1.0,4.3,9,28,0,0,0,not_applicable,1.3,1,0,0,1,1
1555,national_blood_centre,BB_0112,urban,VNRD_centralised,1,1,1,1,7,whole_blood,red_cells,35,42,40.0,O_pos,2022,3,221,250,180,171,0.91,9.3,20,17,0,1,1,TTI_positive_discard,0.6,0,0,0,1,1
1556,national_blood_centre,BB_0120,peri_urban,VNRD_centralised,1,1,1,1,7,packed_RBC,red_cells,35,42,55.0,O_pos,2023,9,208,253,208,169,0.84,0.5,1,19,1,0,0,not_applicable,1.6,0,0,0,1,1
1557,national_blood_centre,BB_0010,peri_urban,VNRD_centralised,1,1,1,1,17,fresh_frozen_plasma,plasma,-25,365,45.0,O_pos,2024,11,188,243,188,134,0.95,1.9,3,18,1,0,0,not_applicable,5.3,1,0,0,1,0
1558,national_blood_centre,BB_0097,urban,VNRD_centralised,1,1,1,1,3,platelet_concentrate,platelets,22,5,60.0,O_pos,2022,8,196,244,178,125,0.88,2.6,5,14,1,0,0,not_applicable,1.8,2,0,0,1,1
1559,national_blood_centre,BB_0016,peri_urban,VNRD_centralised,1,1,1,1,9,cryoprecipitate,plasma_derived,-25,365,50.0,B_neg,2024,12,208,248,208,168,0.91,0.5,1,27,0,0,0,not_applicable,1.1,0,0,0,1,1
1560,national_blood_centre,BB_0067,urban,VNRD_centralised,1,1,1,1,5,group_O_neg_emergency,red_cells,35,42,65.0,B_pos,2024,10,210,248,189,145,1.0,6.6,13,31,0,0,0,not_applicable,0.9,0,0,0,1,1
1561,national_blood_centre,BB_0068,urban,VNRD_centralised,1,1,1,1,9,whole_blood,red_cells,35,42,40.0,O_pos,2024,8,202,254,191,123,0.98,9.3,18,29,1,0,0,not_applicable,3.1,1,0,0,0,1
1562,national_blood_centre,BB_0146,rural,VNRD_centralised,1,1,1,1,7,packed_RBC,red_cells,35,42,55.0,O_pos,2023,10,200,277,200,163,1.0,0.5,1,36,0,0,0,not_applicable,1.6,0,0,0,1,1
1563,national_blood_centre,BB_0122,peri_urban,VNRD_centralised,1,1,1,1,9,fresh_frozen_plasma,plasma,-25,365,45.0,A_pos,2023,12,206,259,204,177,1.0,3.6,7,35,1,0,0,not_applicable,0.5,0,0,0,1,1
1564,national_blood_centre,BB_0089,peri_urban,VNRD_centralised,1,1,1,1,5,platelet_concentrate,platelets,22,5,60.0,A_neg,2023,10,203,242,203,164,1.0,4.9,9,35,1,1,9,cold_chain_break,1.9,1,0,5,1,1
1565,national_blood_centre,BB_0030,peri_urban,VNRD_centralised,1,1,1,1,13,cryoprecipitate,plasma_derived,-25,365,50.0,O_neg,2024,4,197,259,197,107,0.9,2.9,5,21,0,1,1,demand_surge_obstetric,2.5,0,0,4,1,1
1566,national_blood_centre,BB_0081,peri_urban,VNRD_centralised,1,1,1,1,6,group_O_neg_emergency,red_cells,35,42,65.0,A_pos,2024,2,207,271,207,128,0.88,8.0,16,25,0,0,0,not_applicable,1.1,1,0,0,1,1
1567,national_blood_centre,BB_0073,rural,VNRD_centralised,1,1,1,1,9,whole_blood,red_cells,35,42,40.0,AB_neg,2024,1,208,266,208,204,0.89,7.8,16,32,1,0,0,not_applicable,1.2,0,0,0,0,1
1568,national_blood_centre,BB_0123,peri_urban,VNRD_centralised,1,1,1,1,9,packed_RBC,red_cells,35,42,55.0,O_pos,2024,12,194,255,194,150,0.9,4.4,8,35,0,1,2,demand_surge_trauma,0.5,0,0,0,1,1
1569,national_blood_centre,BB_0131,rural,VNRD_centralised,1,1,1,1,5,fresh_frozen_plasma,plasma,-25,365,45.0,A_neg,2022,9,181,230,181,160,1.0,4.7,8,22,0,1,3,insufficient_donors,0.7,2,0,1,0,1
1570,national_blood_centre,BB_0145,urban,VNRD_centralised,1,1,1,1,7,platelet_concentrate,platelets,22,5,60.0,O_pos,2022,2,179,278,179,138,0.83,7.4,13,9,1,0,0,not_applicable,0.5,0,0,0,1,1
1571,national_blood_centre,BB_0021,urban,VNRD_centralised,1,1,1,1,13,cryoprecipitate,plasma_derived,-25,365,50.0,A_pos,2023,5,197,282,197,159,0.99,1.9,3,36,1,0,0,not_applicable,0.9,0,0,0,0,1
1572,national_blood_centre,BB_0146,urban,VNRD_centralised,1,1,1,1,5,group_O_neg_emergency,red_cells,35,42,65.0,O_pos,2024,7,181,243,181,120,1.0,1.4,2,17,1,0,0,not_applicable,0.5,1,0,0,0,1
1573,national_blood_centre,BB_0063,urban,VNRD_centralised,1,1,1,1,12,whole_blood,red_cells,35,42,40.0,O_pos,2022,8,215,248,202,138,1.0,2.3,4,36,1,1,2,expired_units,0.5,0,0,11,1,1
1574,national_blood_centre,BB_0061,urban,VNRD_centralised,1,1,1,1,8,packed_RBC,red_cells,35,42,55.0,A_pos,2022,8,166,246,166,132,0.83,7.6,12,21,1,1,2,demand_surge_trauma,1.3,0,1,0,1,1
1575,national_blood_centre,BB_0037,rural,VNRD_centralised,1,1,1,1,3,fresh_frozen_plasma,plasma,-25,365,45.0,B_pos,2022,2,201,232,187,125,0.92,5.5,11,34,1,0,0,not_applicable,0.5,1,0,0,0,1
1576,national_blood_centre,BB_0001,rural,VNRD_centralised,1,1,1,1,8,platelet_concentrate,platelets,22,5,60.0,B_pos,2024,12,179,270,179,131,0.93,0.5,0,21,1,0,0,not_applicable,1.3,0,0,0,1,1
1577,national_blood_centre,BB_0111,urban,VNRD_centralised,1,1,1,1,8,cryoprecipitate,plasma_derived,-25,365,50.0,O_pos,2023,2,198,254,198,134,1.0,8.2,16,23,1,0,0,not_applicable,0.5,2,0,0,1,1
1578,national_blood_centre,BB_0071,urban,VNRD_centralised,1,1,1,1,4,group_O_neg_emergency,red_cells,35,42,65.0,O_pos,2023,1,203,246,192,166,0.92,3.2,6,23,1,0,0,not_applicable,3.0,0,0,0,1,1
1579,national_blood_centre,BB_0029,peri_urban,VNRD_centralised,1,1,1,1,8,whole_blood,red_cells,35,42,40.0,A_pos,2021,12,200,237,200,132,0.95,8.8,17,24,1,0,0,not_applicable,0.5,0,0,0,1,1
1580,national_blood_centre,BB_0050,rural,VNRD_centralised,1,1,1,1,12,packed_RBC,red_cells,35,42,55.0,O_pos,2023,5,197,259,197,176,0.9,3.3,6,27,1,1,4,transport_delay,1.8,0,0,0,0,1
1581,national_blood_centre,BB_0149,urban,VNRD_centralised,1,1,1,1,5,fresh_frozen_plasma,plasma,-25,365,45.0,O_pos,2023,3,186,248,186,128,0.94,6.4,11,27,1,1,1,insufficient_donors,0.7,0,0,0,1,1
1582,national_blood_centre,BB_0070,rural,VNRD_centralised,1,1,1,1,7,platelet_concentrate,platelets,22,5,60.0,B_pos,2023,6,214,233,183,131,0.89,5.8,12,29,0,1,7,collection_campaign_failed,0.5,1,0,5,1,1
1583,national_blood_centre,BB_0054,urban,VNRD_centralised,1,1,1,1,6,cryoprecipitate,plasma_derived,-25,365,50.0,O_pos,2024,9,210,240,194,154,0.93,3.8,7,42,1,0,0,not_applicable,1.4,0,0,0,1,1
1584,national_blood_centre,BB_0122,rural,VNRD_centralised,1,1,1,1,11,group_O_neg_emergency,red_cells,35,42,65.0,B_pos,2022,4,229,272,229,199,0.97,0.6,1,25,1,0,0,not_applicable,0.5,0,0,0,0,1
1585,national_blood_centre,BB_0024,urban,VNRD_centralised,1,1,1,1,5,whole_blood,red_cells,35,42,40.0,A_pos,2022,1,192,253,192,111,0.87,3.0,5,28,1,0,0,not_applicable,1.2,0,0,0,1,1
